,Property Name,Price,House Type,Area in sq ft,No. of Bedrooms,No. of Bathrooms,No. of Receptions,Location,City/County,Postal Code,lat,lon,geometry,index_right,objectid,LSOA Code,lsoa11nm,lsoa11nmw,st_areasha,st_lengths,Arson and Criminal Damage,Burglary,Drug Offences,Miscellaneous Crimes Against Society,Possession of Weapons,Public Order Offences,Robbery,Theft,Vehicle Offences,Violence Against the Person
2951,Rosebery Avenue,850000,Flat / Apartment,848,2,2,2,Clerkenwell,London,EC1R 4UL,51.5282306,-0.1072226,POINT (531396.802400959 182733.2548664339),2665,2666,E01002727,Islington 021C,Islington 021C,114643.276359,2061.191182,1.009433962264151,1.0117924528301887,1.0076650943396226,1.0035377358490567,1.0,1.0106132075471699,1.0047169811320755,1.0294811320754718,1.0088443396226414,1.0436320754716981
2952,Spencer Road,2495000,House,3609,6,6,6,,Twickenham,TW2 5TH,51.4412039,-0.3415146,POINT (515364.4986520023 172660.9970434848),3798,3799,E01003884,Richmond upon Thames 016C,Richmond upon Thames 016C,285384.022773,5385.735138,1.0077220077220077,1.0099282956425815,1.0033094318808604,1.0005515719801434,1.0005515719801434,1.0038610038610039,1.0011031439602869,1.0170987313844457,1.0115830115830116,1.0308880308880308
2953,Chiswick Quay,2250000,House,2469,4,4,4,,London,W4 3UR,51.4762759,-0.2712508,POINT (520155.5886373119 176674.0479487593),2522,2523,E01002579,Hounslow 008B,Hounslow 008B,406362.22324,3117.743287,1.007514450867052,1.0271676300578034,1.0017341040462429,1.0028901734104045,1.0017341040462429,1.0127167630057803,1.0023121387283238,1.023121387283237,1.021965317919075,1.0341040462427746
2954,Hamilton Terrace,3950000,House,2803,5,5,5,St. John's Wood,London,NW8 9UG,51.5272942,-0.1769949,POINT (526559.733602599 182506.2335201821),4608,4609,E01004729,Westminster 003E,Westminster 003E,58252.472785,1296.238319,1.0014705882352941,1.005392156862745,1.0034313725490196,1.0009803921568627,1.0004901960784314,1.005392156862745,1.0004901960784314,1.0107843137254902,1.0068627450980392,1.0122549019607843
2955,Surrey Square,1750000,House,2396,5,5,5,,London,SE17 2JX,51.4890839,-0.08223939999999999,POINT (533243.7902497444 178425.1584122141),3873,3874,E01003964,Southwark 015A,Southwark 015A,448755.837377,4295.977627,1.020364870598218,1.0229104794229953,1.0220619431480695,1.0025456088247773,1.0059397539244803,1.024183283835384,1.0131523122613493,1.0907933814170556,1.0250318201103097,1.0899448451421299
2956,Newcastle House,1195000,Flat / Apartment,678,1,1,1, Marylebone,London,W1U 5BR,51.5209134,-0.1542441,POINT (528155.7485720568 181836.2262769989),4596,4597,E01004717,Westminster 011D,Westminster 011D,98566.383085,2262.801641,1.0065491183879094,1.0161209068010075,1.0040302267002519,0.0,0.0,1.0095717884130981,1.0085642317380352,1.147103274559194,1.015617128463476,1.032241813602015
2957,Magdalen Road,650000,Flat / Apartment,1077,2,2,2,Wandsworth,London,SW18 3NY,51.4421571,-0.1872224,POINT (526084.7166453199 173021.0334386285),4385,4386,E01004496,Wandsworth 024B,Wandsworth 024B,176506.67979,2868.187504,1.0129198966408268,1.020671834625323,1.007235142118863,1.0031007751937984,1.0,1.0129198966408268,1.0031007751937984,1.0527131782945736,1.0129198966408268,1.02687338501292
2958,Perrymead Street,3000000,House,3027,5,5,5, Parsons Green,London,SW6 3SN,51.47329569999999,-0.1934189,POINT (525568.6794283006 176473.1164286326),1877,1878,E01001924,Hammersmith and Fulham 020E,Hammersmith and Fulham 020E,96444.380867,1935.023105,1.004945054945055,1.0054945054945055,1.0054945054945055,1.001098901098901,0.0,1.0065934065934066,1.001098901098901,1.0192307692307692,1.0159340659340659,1.0126373626373626
2959,Ceram Court,550000,Flat / Apartment,960,2,2,2, Bow,London,E3 3GW,51.5197199,-0.0161445,POINT (537739.9085751489 181954.2113317004),4139,4140,E01004242,Tower Hamlets 012C,Tower Hamlets 012C,201989.257398,2203.703882,1.0087204427301695,1.012745262451786,1.0067080328693612,1.0018447090390743,1.0015093073956063,1.0075465369780312,1.0036894180781486,1.0209626027167533,1.0166023813516687,1.0425960087204427
2960,Bristol House,1000000,Flat / Apartment,659,1,1,1,67 Lower Sloane Street,London,SW1W 8DD,51.4903115,-0.1565469,POINT (528081.703719036 178429.1517380685),2837,2838,E01002902,Kensington and Chelsea 018D,Kensington and Chelsea 018D,138854.652475,1821.767621,1.0078979343863912,1.0194410692588092,1.0066828675577157,1.0042527339003646,1.0018226002430133,1.0194410692588092,1.013973268529769,1.3675577156743621,1.028554070473876,1.043134872417983
2961,Park Square East,9950000,House,4876,6,6,6,Regent's Park,London,NW1 4LH,51.524801,-0.1452932,POINT (528765.7583163453 182284.2437284723),928,929,E01000946,Camden 021B,Camden 021B,482823.039877,5601.288381,1.013253527148354,1.0175288584865327,1.009833262077811,1.0012825994014536,1.0,1.0115433946130825,1.0106883283454469,1.0863616930312099,1.0089781958101753,1.039760581445062
2962,Chelsea Square,11950000,House,4785,5,5,5,,London,SW3 6LH,51.4884534,-0.1740079,POINT (526874.6881543866 178192.1445869557),2845,2846,E01002910,Kensington and Chelsea 019C,Kensington and Chelsea 019C,140782.831798,1789.628063,1.0045751633986928,1.0058823529411764,1.0032679738562091,0.0,0.0,1.0065359477124183,1.0098039215686274,1.0241830065359476,1.0241830065359476,1.0254901960784313
2963,Trefoil Road,1500000,House,2123,5,5,5,Wandsworth,London,SW18 2EQ,51.45666620000001,-0.1822286,POINT (526391.720214583 174643.0911919706),4513,4514,E01004627,Wandsworth 019F,Wandsworth 019F,109605.328911,1329.18472,1.0029222676797194,1.0140268848626535,1.0023378141437755,1.0011689070718879,0.0,1.005844535359439,1.0040911747516073,1.0169491525423728,1.0233781414377556,1.0181180596142607
2964,Leathwaite Road,599999,Flat / Apartment,665,2,2,2,,London,SW11 1XG,51.4603439,-0.162015,POINT (527785.7505539478 175087.109382139),4443,4444,E01004554,Wandsworth 009A,Wandsworth 009A,405706.802061,3895.27995,1.002219755826859,1.007214206437292,1.0016648168701443,0.0,0.0,1.0055493895671477,1.0016648168701443,1.0149833518312985,1.0194228634850167,1.0144284128745837
2965,Nevern Square,995000,Flat / Apartment,1021,2,2,2,,London,SW5 9NN,51.4924052,-0.1963516,POINT (525312.6603473448 178593.147680903),2782,2783,E01002847,Kensington and Chelsea 015B,Kensington and Chelsea 015B,71974.190633,2220.415327,1.0124843945068664,1.021223470661673,1.0193508114856429,1.0012484394506866,1.0006242197253432,1.0099875156054932,1.0024968789013733,1.0280898876404494,1.0168539325842696,1.048689138576779
2966,Plender Street,525000,Flat / Apartment,565,1,1,1,Camden,London,NW1 0LB,51.5363793,-0.1376414,POINT (529263.7816748384 183585.278575671),941,942,E01000959,Camden 019E,Camden 019E,72950.549298,1666.31016,1.0041972717733474,1.0083945435466946,1.0104931794333682,1.0031479538300105,1.0,1.0120671563483736,1.0036726128016789,1.0204616998950682,1.0120671563483736,1.0393494228751312
2967,Ebury Street,2395000,Flat / Apartment,1190,3,3,3,,London,SW1W 0PA,51.4951503,-0.1474628,POINT (528698.7176186044 178983.1623128378),4629,4630,E01004750,Westminster 023E,Westminster 023E,256575.795983,2855.196131,1.0264193367060146,1.0191118605958405,1.0404721753794266,1.0022484541877459,1.0039347948285553,1.0522765598650927,1.014052838673412,1.1821247892074198,1.0202360876897134,1.1056773468240584
2968,Abingdon Court,2100000,Flat / Apartment,1367,3,3,3, Kensington,London,W8 6BS,51.49835969999999,-0.1940994,POINT (525452.6694818496 179259.1671520555),2751,2752,E01002816,Kensington and Chelsea 011C,Kensington and Chelsea 011C,59553.962391,1106.344062,1.0074982958418541,1.0211315610088616,1.0040899795501022,1.0006816632583504,1.0006816632583504,1.010906612133606,1.0020449897750512,1.0429447852760736,1.0068166325835037,1.030674846625767
2969,Geraldine Road,800000,Flat / Apartment,1044,2,2,2,Wandsworth,London,SW18 2NT,51.4559408,-0.1847476,POINT (526218.7174557387 174558.0839788748),4401,4402,E01004512,Wandsworth 019B,Wandsworth 019B,114834.600543,1598.905508,1.004112405757368,1.0054832076764908,1.0034270047978067,0.0,1.0006854009595614,1.004112405757368,0.0,1.0150788211103496,1.0137080191912269,1.0164496230294722
2970,Glenalmond House,885000,Flat / Apartment,1113,3,3,3, Putney,London,SW15 3LP,51.4553994,-0.2222079,POINT (523617.6586525351 174434.0433660343),4529,4530,E01004643,Wandsworth 016C,Wandsworth 016C,202268.649873,2182.288122,1.0078318219291014,1.010717230008244,1.003297609233306,1.0008244023083264,1.0012366034624898,1.0082440230832646,1.003297609233306,1.0115416323165705,1.012366034624897,1.0358615004122012
2971,Howards Lane,2395000,House,2881,5,5,5,Putney,London,SW15 6NZ,51.4606432,-0.2300081,POINT (523061.6468598229 175004.0502237226),4524,4525,E01004638,Wandsworth 011B,Wandsworth 011B,269979.282979,3507.684658,1.0060524546065905,1.019502353732347,1.0013449899125757,1.0,1.0006724949562877,1.0013449899125757,1.0033624747814391,1.0087424344317417,1.0262273032952254,1.0060524546065905
2972,Maitland Court,1680000,Flat / Apartment,1502,3,3,3, Paddington,London,W2 3PD,51.5125946,-0.1760545,POINT (526665.7086394809 180873.2002285573),4563,4564,E01004682,Westminster 016B,Westminster 016B,90886.647101,1814.934191,1.0103004291845494,1.02274678111588,1.0090128755364807,1.0017167381974248,1.0017167381974248,1.0163090128755365,1.0042918454935623,1.0549356223175965,1.0090128755364807,1.0699570815450643
2973,Thornton Avenue,2000000,House,2178,4,4,4,Chiswick,London,W4 1QF,51.4944788,-0.2537505,POINT (521322.5936833124 178727.1339799938),2513,2514,E01002570,Hounslow 001B,Hounslow 001B,147027.707889,2499.134704,1.0147420147420148,1.0221130221130221,1.0036855036855037,1.0006142506142506,1.0006142506142506,1.0233415233415233,1.0055282555282554,1.066953316953317,1.0331695331695332,1.0417690417690417
2974,Corney Reach Way,1175000,House,1752,3,3,3,Chiswick,London,W4 2TY,51.482879,-0.2519901,POINT (521475.592555933 177440.0968948521),2514,2515,E01002571,Hounslow 007A,Hounslow 007A,199402.003576,4301.855023,1.0038699690402477,1.0170278637770898,1.001547987616099,1.0023219814241486,0.0,1.0061919504643964,1.0007739938080495,1.006965944272446,1.0294117647058822,1.0147058823529411
2975,Fulham Park Gardens,2350000,House,2720,6,6,6,Fulham,London,SW6 4JX,51.4718983,-0.2066637,POINT (524652.6643645865 176295.1099770406),1903,1904,E01001951,Hammersmith and Fulham 021E,Hammersmith and Fulham 021E,103475.861115,1975.619346,1.007184846505552,1.009144350097975,1.001306335728282,1.000653167864141,0.0,1.007838014369693,1.0019595035924234,1.032658393207054,1.0215545395166559,1.0261267145656434
2976,Bute Avenue,4200000,House,4591,6,6,6,Richmond,Surrey,TW10 7AX,51.4437313,-0.3007561,POINT (518190.5907830145 173006.9672306774),3731,3732,E01003816,Richmond upon Thames 012C,Richmond upon Thames 012C,3046533.490876,10154.741539,1.0074906367041199,1.0096308186195826,1.0101658640984483,1.0021401819154627,1.0010700909577315,1.0085607276618513,1.0010700909577315,1.0069555912252541,1.0165864098448367,1.0214018191546281
2977,Chepstow Road,1550000,Flat / Apartment,1227,2,2,2,Notting Hill,London,W2 5BH,51.5154323,-0.1949805,POINT (525344.6914082585 181156.206132411),4539,4540,E01004653,Westminster 014A,Westminster 014A,91111.499586,1272.05327,1.0055529847292919,1.016196205460435,1.002313743637205,1.001850994909764,0.0,1.007866728366497,1.0055529847292919,1.037482646922721,1.018047200370199,1.022674687644609
2978,St. Dionis Road,2500000,House,2314,4,4,4, Fulham,London,SW6 4TT,51.4736875,-0.2019424,POINT (524975.6723629821 176502.1166110299),1900,1901,E01001948,Hammersmith and Fulham 021B,Hammersmith and Fulham 021B,114854.925356,1483.671649,1.0093119503362649,1.016554578375582,1.0031039834454216,1.0020693222969477,0.0,1.0062079668908432,1.0,1.0465597516813243,1.025866528711847,1.02534919813761
2979,Weststand Apartments,695000,Flat / Apartment,871,2,2,2,Highbury Stadium Square,London,N5 1FH,51.5574897,-0.1036996,POINT (531556.8239171847 185993.3018736021),7078,32587,E01033493,Islington 006F,Islington 006F,35636.297678,911.965333,1.0005265929436546,1.0063191153238547,1.0005265929436546,0.0,0.0,1.0015797788309637,1.0005265929436546,1.0057925223802,1.0026329647182728,1.0036861506055819
2980,Harefield,775000,House,1368,3,3,3,Esher,Surrey,KT10 9TG,51.3725217,-0.343651,POINT (515388.6181911065 165019.8645294403),6348,29540,E01030321,Elmbridge 009C,Elmbridge 009C,1296718.027632,7431.516203,,,,,,,,,,
2981,Philbeach Gardens,4950000,House,4622,6,6,6,,London,SW5 9EB,51.49069950000001,-0.200049,POINT (525060.6556023082 178397.1494550314),2783,2784,E01002848,Kensington and Chelsea 015C,Kensington and Chelsea 015C,81406.529821,1470.792649,1.0115176151761518,1.0121951219512195,1.010840108401084,1.0006775067750677,1.0020325203252032,1.0074525745257452,1.0006775067750677,1.0318428184281843,1.0074525745257452,1.0426829268292683
2982,Philbeach Gardens,1795000,Flat / Apartment,1402,4,4,4,,London,SW5 9DY,51.490266,-0.1975884,POINT (525232.6603551642 178353.1452170807),2782,2783,E01002847,Kensington and Chelsea 015B,Kensington and Chelsea 015B,71974.190633,2220.415327,1.0124843945068664,1.021223470661673,1.0193508114856429,1.0012484394506866,1.0006242197253432,1.0099875156054932,1.0024968789013733,1.0280898876404494,1.0168539325842696,1.048689138576779
2983,Wandsworth Common West Side,2550000,House,2665,5,5,5,Wandsworth,London,SW18 2ED,51.4545179,-0.1811336,POINT (526473.725552263 174406.0817837077),4513,4514,E01004627,Wandsworth 019F,Wandsworth 019F,109605.328911,1329.18472,1.0029222676797194,1.0140268848626535,1.0023378141437755,1.0011689070718879,0.0,1.005844535359439,1.0040911747516073,1.0169491525423728,1.0233781414377556,1.0181180596142607
2984,Oyster Wharf,565000,Flat / Apartment,711,2,2,2, Battersea,London,SW11 3RJ,51.47139809999999,-0.1777124,POINT (526664.7090221469 176289.1248330275),7040,32284,E01033133,Wandsworth 004G,Wandsworth 004G,58936.760808,2068.906004,1.0026845637583892,1.0093959731543625,1.0033557046979866,1.0013422818791946,0.0,1.0053691275167784,0.0,1.0026845637583892,1.0093959731543625,1.0355704697986576
2985,Block A,2500000,Flat / Apartment,1950,3,3,3,50 Holland Street,London,SE1 9FU,51.5071441,-0.1011944,POINT (531875.7836613534 180399.2024818687),3846,3847,E01003934,Southwark 002C,Southwark 002C,232909.938374,2551.083276,1.0233288470165993,1.0273665320771646,1.0381336922386721,1.0017945266935846,1.000448631673396,1.0264692687303725,1.0273665320771646,1.218483624943921,1.0103185284881113,1.054284432480933
2986,East Hill,885000,Flat / Apartment,920,2,2,2,Wandsworth,London,SW18 2HG,51.45818449999999,-0.1844571,POINT (526232.7147576833 174808.091169254),4399,4400,E01004510,Wandsworth 012B,Wandsworth 012B,166014.955609,2989.185695,1.006280843427546,1.0112157918349036,1.0071781067743382,1.0013458950201883,1.0013458950201883,1.0022431583669806,1.0013458950201883,1.0152534768954689,1.0116644235082997,1.0228802153432033
2987,Sefton Street,399950,New development,362,1,1,1,Putney,London,SW15 1NA,51.4696074,-0.2269257,POINT (523251.6377514682 176006.0850108791),4491,4492,E01004605,Wandsworth 006B,Wandsworth 006B,193093.697924,2967.511632,1.0034188034188034,1.0074074074074073,1.005128205128205,1.0011396011396012,0.0,1.0045584045584046,1.002849002849003,1.0182336182336182,1.0182336182336182,1.0296296296296297
2988,Darwin Court,895000,Flat / Apartment,1013,2,2,2, Primrose Hill,London,NW1 7BQ,51.5380689,-0.148373,POINT (528514.7759071639 183754.2781195792),844,845,E01000862,Camden 018E,Camden 018E,169641.967555,2299.25463,1.0140491721023583,1.0130456598093327,1.0301053687907678,1.0015052684395385,1.0020070245860513,1.0130456598093327,1.0095333667837432,1.0802809834420473,1.0250878073256398,1.041645760160562
2989,North Side Wandsworth Common,550000,Flat / Apartment,654,2,2,2,,London,SW18 2SL,51.4585751,-0.1771721,POINT (526737.726187899 174864.0977668387),4399,4400,E01004510,Wandsworth 012B,Wandsworth 012B,166014.955609,2989.185695,1.006280843427546,1.0112157918349036,1.0071781067743382,1.0013458950201883,1.0013458950201883,1.0022431583669806,1.0013458950201883,1.0152534768954689,1.0116644235082997,1.0228802153432033
2990,Airedale Road,1450000,House,2270,4,4,4,,London,SW12 8SF,51.4472339,-0.1603826,POINT (527935.7647317604 173632.0856871157),4431,4432,E01004542,Wandsworth 021D,Wandsworth 021D,130968.489572,1816.404665,1.0042944785276073,1.0061349693251533,1.0030674846625767,1.001840490797546,0.0,1.0006134969325153,1.0104294478527607,1.012883435582822,1.01840490797546,1.01840490797546
2991,Television Centre,1160000,New development,861,2,2,2,101 Wood Lane,London,W12 7FT,51.5103516,-0.2262376,POINT (523189.6506088787 180538.1801032648),1895,1896,E01001943,Hammersmith and Fulham 004A,Hammersmith and Fulham 004A,442687.34335,3482.182718,1.041954817888428,1.0355002305209775,1.0816044260027662,1.0138312586445366,1.0106039649608114,1.1023513139695713,1.0345781466113417,1.7690179806362378,1.0391885661595206,1.206085753803596
2992,Atrium Apartments,2500000,Flat / Apartment,1227,2,2,2, St John's Wood,London,NW8 7EA,51.5285984,-0.1666202,POINT (527275.7443704946 182669.2469465422),4604,4605,E01004725,Westminster 003B,Westminster 003B,270656.460544,3305.178031,1.0120689655172415,1.0080459770114942,1.0103448275862068,1.0022988505747126,1.0017241379310344,1.017816091954023,1.0011494252873563,1.0189655172413794,1.0195402298850575,1.0459770114942528
2993,Ennismore Gardens,1575000,Flat / Apartment,699,1,1,1,,London,SW7 1NP,51.49992410000001,-0.1714458,POINT (527020.6975307805 179472.1697136445),4572,4573,E01004692,Westminster 019F,Westminster 019F,149106.825497,2569.682754,1.0097365406643757,1.0051546391752577,1.0057273768613975,1.0017182130584192,0.0,1.0040091638029782,1.002290950744559,1.0194730813287514,1.0206185567010309,1.0303550973654065
2994,Langdon Park Road,2500000,House,3613,7,7,7,Highgate,London,N6 5QG,51.5733588,-0.1389009,POINT (529071.7949757642 187695.3384496088),1957,1958,E01002005,Haringey 035A,Haringey 035A,95600.973166,2046.319241,1.0060851926977687,1.0162271805273835,1.0027045300878972,1.0006761325219744,0.0,1.0094658553076403,1.0060851926977687,1.0365111561866125,1.0182555780933062,1.0331304935767411
2995,Draycott Place,1150000,Flat / Apartment,682,1,1,1,,London,SW3 2SB,51.4923738,-0.1613184,POINT (527744.699043407 178650.1565594442),2794,2795,E01002859,Kensington and Chelsea 012C,Kensington and Chelsea 012C,128474.585153,2017.873029,1.0098340503995082,1.0325752919483713,1.0073755377996312,1.0006146281499693,1.0006146281499693,1.0129071911493546,1.0086047940995697,1.1677934849416103,1.0473263675476336,1.0258143822987094
2996,Fassett Square,1450000,House,1727,4,4,4,,London,E8 1DQ,51.5468553,-0.06543059999999999,POINT (534240.8584794087 184880.1972613624),1709,1710,E01001749,Hackney 020B,Hackney 020B,104944.384588,1578.18501,1.0153640614562458,1.0160320641282565,1.0167000668002673,1.0006680026720107,1.0006680026720107,1.0080160320641283,1.0080160320641283,1.042752171008684,1.0260521042084167,1.0313961255845023
